id,cooperado,valor,hora,dispositivo_novo,chave_nova,classificacao,transacao_alta,score_risco
2367,140,6452,17,1,0,RISCO_ALTO,True,70
2368,218,841,7,0,1,NORMAL,False,10
2369,147,9194,10,0,0,NORMAL,True,50
2370,371,8736,0,1,0,RISCO_ALTO,True,70
2371,301,4015,12,1,1,NORMAL,True,60
2372,109,4069,16,0,0,NORMAL,True,30
2373,490,5887,3,0,0,NORMAL,True,50
2374,462,7081,2,1,0,RISCO_ALTO,True,70
2375,149,2481,9,0,0,NORMAL,False,0
2376,182,8018,22,1,1,RISCO_ALTO,True,100
2377,250,857,6,0,1,NORMAL,False,10
2378,206,7310,5,1,0,RISCO_ALTO,True,70
2379,189,6369,7,1,0,RISCO_ALTO,True,70
2380,168,1180,22,1,1,NORMAL,False,50
2381,381,259,14,1,1,NORMAL,False,30
2382,352,4558,4,0,1,NORMAL,True,40
2383,310,9158,12,1,0,RISCO_ALTO,True,70
2384,191,7965,8,0,0,NORMAL,True,50
2385,257,8181,6,1,1,RISCO_ALTO,True,80
2386,389,9830,19,1,1,RISCO_ALTO,True,80
2387,172,8106,17,1,1,RISCO_ALTO,True,80
2388,126,9930,4,0,1,NORMAL,True,60
2389,421,5004,23,1,1,RISCO_ALTO,True,100
2390,434,2761,1,1,1,NORMAL,False,30
2391,159,4010,5,1,1,NORMAL,True,60
2392,240,7557,17,1,1,RISCO_ALTO,True,80
2393,372,8468,3,1,0,RISCO_ALTO,True,70
2394,201,305,2,0,1,NORMAL,False,10
2395,224,4698,23,0,1,RISCO_MEDIO,True,60
2396,185,1160,20,1,1,NORMAL,False,30
2397,225,4076,15,0,0,NORMAL,True,30
2398,241,739,18,1,1,NORMAL,False,30
2399,335,8663,5,1,0,RISCO_ALTO,True,70
2400,143,4404,0,1,1,NORMAL,True,60
2401,154,140,14,1,1,NORMAL,False,30
2402,151,1368,13,0,1,NORMAL,False,10
2403,485,2371,5,1,1,NORMAL,False,30
2404,447,6568,2,1,1,RISCO_ALTO,True,80
2405,369,6646,18,0,1,NORMAL,True,60
2406,241,630,7,1,0,NORMAL,False,20
2407,164,4445,23,1,1,RISCO_MEDIO,True,80
2408,209,3908,14,1,0,NORMAL,True,50
2409,332,1078,12,0,0,NORMAL,False,0
2410,453,2811,12,1,0,NORMAL,False,20
2411,239,6764,14,0,0,NORMAL,True,50
2412,382,9139,18,0,1,NORMAL,True,60
2413,426,3861,4,1,0,NORMAL,True,50
2414,286,6049,5,1,0,RISCO_ALTO,True,70
2415,422,4843,1,1,1,NORMAL,True,60
2416,218,3432,18,1,1,NORMAL,True,60
2417,265,9328,11,0,0,NORMAL,True,50
2418,265,9649,11,0,0,NORMAL,True,50
2419,358,5895,14,1,1,RISCO_ALTO,True,80
2420,254,8768,3,1,0,RISCO_ALTO,True,70
2421,454,4279,3,0,1,NORMAL,True,40
2422,446,6653,6,0,0,NORMAL,True,50
2423,338,9390,15,1,1,RISCO_ALTO,True,80
2424,248,8171,6,1,0,RISCO_ALTO,True,70
2425,190,3092,2,0,1,NORMAL,True,40
2426,330,911,7,1,0,NORMAL,False,20
2427,161,2647,11,1,0,NORMAL,False,20
2428,320,9242,13,0,0,NORMAL,True,50
2429,396,2814,23,0,1,NORMAL,False,30
2430,327,6923,0,1,1,RISCO_ALTO,True,80
2431,318,2741,6,1,0,NORMAL,False,20
2432,188,8514,6,0,0,NORMAL,True,50
2433,306,2410,14,0,1,NORMAL,False,10
2434,193,4332,22,0,1,RISCO_MEDIO,True,60
2435,269,6740,5,1,1,RISCO_ALTO,True,80
2436,132,2327,5,0,0,NORMAL,False,0
2437,254,2862,9,0,1,NORMAL,False,10
2438,492,6859,16,0,0,NORMAL,True,50
2439,382,5435,1,1,1,RISCO_ALTO,True,80
2440,339,6261,10,0,0,NORMAL,True,50
2441,398,8609,17,1,1,RISCO_ALTO,True,80
2442,387,2393,15,1,0,NORMAL,False,20
2443,118,3836,6,1,0,NORMAL,True,50
2444,371,7305,11,1,1,RISCO_ALTO,True,80
2445,498,9055,12,1,1,RISCO_ALTO,True,80
2446,487,1302,6,1,0,NORMAL,False,20
2447,241,6830,11,0,1,NORMAL,True,60
2448,498,2127,9,0,0,NORMAL,False,0
2449,226,5553,19,1,0,RISCO_ALTO,True,70
2450,405,781,18,0,0,NORMAL,False,0
2451,163,1677,21,0,1,NORMAL,False,10
2452,500,7183,14,1,1,RISCO_ALTO,True,80
2453,332,8302,22,0,0,RISCO_MEDIO,True,70
2454,194,8765,13,0,1,NORMAL,True,60
2455,472,526,3,0,0,NORMAL,False,0
2456,241,3133,11,1,0,NORMAL,True,50
2457,173,9613,12,1,1,RISCO_ALTO,True,80
2458,393,837,19,1,0,NORMAL,False,20
2459,195,462,17,0,0,NORMAL,False,0
2460,497,5920,18,1,0,RISCO_ALTO,True,70
2461,457,3035,12,1,1,NORMAL,True,60
2462,343,4866,7,1,1,NORMAL,True,60
2463,103,2094,16,0,1,NORMAL,False,10
2464,190,5590,13,1,0,RISCO_ALTO,True,70
2465,238,3103,14,1,0,NORMAL,True,50
2466,286,5189,6,1,0,RISCO_ALTO,True,70
2467,100,3931,15,1,1,NORMAL,True,60
2468,250,8846,8,0,0,NORMAL,True,50
2469,322,1452,8,1,0,NORMAL,False,20
2470,426,3551,5,1,0,NORMAL,True,50
2471,359,8188,12,1,1,RISCO_ALTO,True,80
2472,333,3114,15,1,0,NORMAL,True,50
2473,105,4790,21,1,0,NORMAL,True,50
2474,235,6761,5,0,1,NORMAL,True,60
2475,458,8082,11,1,0,RISCO_ALTO,True,70
2476,238,4154,2,1,1,NORMAL,True,60
2477,127,2840,0,0,1,NORMAL,False,10
2478,185,6741,12,1,0,RISCO_ALTO,True,70
2479,401,7180,9,0,1,NORMAL,True,60
2480,155,8497,20,0,1,NORMAL,True,60
2481,243,7176,11,0,0,NORMAL,True,50
2482,177,5544,3,1,1,RISCO_ALTO,True,80
2483,462,6412,23,0,1,RISCO_MEDIO,True,80
2484,336,9235,22,1,0,RISCO_ALTO,True,90
2485,381,2541,4,0,0,NORMAL,False,0
2486,474,5035,23,1,1,RISCO_ALTO,True,100
2487,326,1827,14,0,0,NORMAL,False,0
2488,209,3823,16,0,0,NORMAL,True,30
2489,207,6876,19,0,1,NORMAL,True,60
2490,130,3757,17,0,1,NORMAL,True,40
2491,481,6921,9,0,1,NORMAL,True,60
2492,362,929,2,1,1,NORMAL,False,30
2493,480,2436,15,1,0,NORMAL,False,20
2494,215,9652,4,1,1,RISCO_ALTO,True,80
2495,196,5188,15,1,1,RISCO_ALTO,True,80
2496,308,9424,5,0,0,NORMAL,True,50
2497,495,1230,12,0,1,NORMAL,False,10
2498,317,762,21,1,0,NORMAL,False,20
2499,142,5764,6,1,1,RISCO_ALTO,True,80
2500,291,843,1,0,1,NORMAL,False,10
2501,461,1422,11,0,1,NORMAL,False,10
2502,201,5197,7,1,1,RISCO_ALTO,True,80
2503,482,9727,8,0,0,NORMAL,True,50
2504,297,5536,4,0,1,NORMAL,True,60
2505,421,2359,19,1,0,NORMAL,False,20
2506,136,5928,19,1,0,RISCO_ALTO,True,70
2507,381,5912,4,0,1,NORMAL,True,60
2508,158,7591,14,0,1,NORMAL,True,60
2509,186,2350,16,0,1,NORMAL,False,10
2510,349,6043,21,0,0,NORMAL,True,50
2511,350,4094,21,0,1,NORMAL,True,40
2512,140,4195,22,0,1,RISCO_MEDIO,True,60
2513,151,3942,1,1,1,NORMAL,True,60
2514,367,1916,21,0,0,NORMAL,False,0
2515,300,8436,20,1,1,RISCO_ALTO,True,80
2516,310,1398,20,1,0,NORMAL,False,20
2517,491,716,11,0,0,NORMAL,False,0
2518,261,1579,12,0,1,NORMAL,False,10
2519,378,8083,14,1,0,RISCO_ALTO,True,70
2520,166,3486,22,0,0,RISCO_MEDIO,True,50
2521,161,9683,4,1,1,RISCO_ALTO,True,80
2522,179,8884,5,0,1,NORMAL,True,60
2523,256,4629,19,1,1,NORMAL,True,60
2524,304,4422,0,1,0,NORMAL,True,50
2525,490,1390,20,1,0,NORMAL,False,20
2526,407,5016,5,1,0,RISCO_ALTO,True,70
2527,185,5382,20,0,1,NORMAL,True,60
2528,415,9530,7,1,1,RISCO_ALTO,True,80
2529,164,16,4,1,0,NORMAL,False,20
2530,407,6938,7,1,1,RISCO_ALTO,True,80
2531,388,4873,11,1,0,NORMAL,True,50
2532,490,4220,20,1,0,NORMAL,True,50
2533,104,2532,1,0,1,NORMAL,False,10
2534,458,6337,12,1,0,RISCO_ALTO,True,70
2535,432,3599,23,1,0,RISCO_MEDIO,True,70
2536,140,4958,2,1,0,NORMAL,True,50
2537,132,3498,6,1,0,NORMAL,True,50
2538,416,3459,0,1,0,NORMAL,True,50
2539,431,999,15,1,1,NORMAL,False,30
2540,177,7110,19,1,0,RISCO_ALTO,True,70
2541,299,4623,9,0,1,NORMAL,True,40
2542,409,3907,22,1,1,RISCO_MEDIO,True,80
2543,486,882,23,1,1,NORMAL,False,50
2544,199,2725,12,1,1,NORMAL,False,30
2545,128,6419,15,0,0,NORMAL,True,50
2546,198,2782,7,0,0,NORMAL,False,0
2547,200,1089,23,0,1,NORMAL,False,30
2548,459,1114,10,0,1,NORMAL,False,10
2549,468,514,4,1,1,NORMAL,False,30
2550,461,9005,23,0,1,RISCO_MEDIO,True,80
2551,151,593,17,0,0,NORMAL,False,0
2552,216,5428,11,1,1,RISCO_ALTO,True,80
2553,474,1182,19,0,0,NORMAL,False,0
2554,147,5799,5,1,1,RISCO_ALTO,True,80
2555,306,1041,2,1,0,NORMAL,False,20
2556,366,634,2,0,0,NORMAL,False,0
2557,296,1692,6,0,0,NORMAL,False,0
2558,500,795,9,1,1,NORMAL,False,30
2559,196,567,3,0,0,NORMAL,False,0
2560,303,3866,11,1,0,NORMAL,True,50
2561,172,725,19,1,1,NORMAL,False,30
2562,222,2959,3,1,0,NORMAL,False,20
2563,122,4287,7,1,1,NORMAL,True,60
2564,123,5297,4,0,0,NORMAL,True,50
2565,271,2120,20,1,1,NORMAL,False,30
2566,212,3813,0,1,1,NORMAL,True,60
2567,181,148,11,0,0,NORMAL,False,0
2568,223,3400,2,0,1,NORMAL,True,40
2569,350,8183,21,1,1,RISCO_ALTO,True,80
2570,498,2481,12,0,0,NORMAL,False,0
2571,461,9204,9,0,1,NORMAL,True,60
2572,455,8889,19,0,1,NORMAL,True,60
2573,331,1910,19,0,1,NORMAL,False,10
2574,392,2622,18,0,0,NORMAL,False,0
2575,245,3117,16,1,1,NORMAL,True,60
2576,298,5199,2,0,0,NORMAL,True,50
2577,423,9092,14,0,1,NORMAL,True,60
2578,433,9129,20,0,1,NORMAL,True,60
2579,318,2284,7,1,0,NORMAL,False,20
2580,411,9353,21,0,0,NORMAL,True,50
2581,351,5249,11,0,1,NORMAL,True,60
2582,432,7634,14,1,0,RISCO_ALTO,True,70
2583,308,2560,23,1,0,NORMAL,False,40
2584,155,9888,10,0,1,NORMAL,True,60
2585,384,2218,3,1,0,NORMAL,False,20
2586,277,6786,11,1,0,RISCO_ALTO,True,70
2587,218,5477,20,0,0,NORMAL,True,50
2588,142,664,7,1,0,NORMAL,False,20
2589,294,3308,8,1,0,NORMAL,True,50
2590,148,3083,23,0,0,RISCO_MEDIO,True,50
2591,209,2609,14,1,1,NORMAL,False,30
2592,293,1951,7,0,0,NORMAL,False,0
2593,289,4791,20,0,0,NORMAL,True,30
2594,120,2806,10,0,0,NORMAL,False,0
2595,361,5370,22,1,1,RISCO_ALTO,True,100
2596,253,943,7,1,1,NORMAL,False,30
2597,204,9801,14,0,1,NORMAL,True,60
2598,168,1282,15,0,0,NORMAL,False,0
2599,345,6360,14,1,1,RISCO_ALTO,True,80
2600,468,2176,0,0,1,NORMAL,False,10
2601,161,4830,16,0,0,NORMAL,True,30
2602,471,6581,10,1,1,RISCO_ALTO,True,80
2603,180,6662,18,0,0,NORMAL,True,50
2604,187,4733,9,1,1,NORMAL,True,60
2605,252,280,15,1,0,NORMAL,False,20
2606,188,86,10,1,1,NORMAL,False,30
2607,337,3826,19,1,0,NORMAL,True,50
2608,299,2049,9,0,1,NORMAL,False,10
2609,282,638,14,1,0,NORMAL,False,20
2610,448,9380,10,1,1,RISCO_ALTO,True,80
2611,318,8768,23,1,1,RISCO_ALTO,True,100
2612,100,1452,7,0,0,NORMAL,False,0
2613,336,6818,5,1,0,RISCO_ALTO,True,70
2614,465,2841,13,0,1,NORMAL,False,10
2615,426,1705,14,1,0,NORMAL,False,20
2616,217,5320,9,1,0,RISCO_ALTO,True,70
2617,265,114,3,0,1,NORMAL,False,10
2618,181,3464,3,1,1,NORMAL,True,60
2619,244,976,20,1,0,NORMAL,False,20
2620,138,4315,23,1,1,RISCO_MEDIO,True,80
2621,224,1092,4,0,0,NORMAL,False,0
2622,421,8970,4,0,1,NORMAL,True,60
2623,428,9591,14,0,0,NORMAL,True,50
2624,108,3506,19,0,1,NORMAL,True,40
2625,357,9569,18,1,1,RISCO_ALTO,True,80
2626,197,5146,6,0,1,NORMAL,True,60
2627,217,854,13,1,1,NORMAL,False,30
2628,249,9886,15,0,0,NORMAL,True,50
2629,291,2735,8,0,1,NORMAL,False,10
2630,143,3641,7,1,1,NORMAL,True,60
2631,201,1097,1,1,1,NORMAL,False,30
2632,498,3431,17,1,0,NORMAL,True,50
2633,193,1279,6,1,1,NORMAL,False,30
2634,410,7229,12,1,1,RISCO_ALTO,True,80
2635,355,9548,3,0,0,NORMAL,True,50
2636,397,507,17,1,1,NORMAL,False,30
2637,369,2120,4,0,0,NORMAL,False,0
2638,202,8509,4,0,0,NORMAL,True,50
2639,311,5845,9,1,1,RISCO_ALTO,True,80
2640,425,4004,2,0,0,NORMAL,True,30
2641,495,1239,13,1,0,NORMAL,False,20
2642,252,7423,9,1,0,RISCO_ALTO,True,70
2643,243,7148,8,1,1,RISCO_ALTO,True,80
2644,291,825,6,1,1,NORMAL,False,30
2645,389,2386,12,0,1,NORMAL,False,10
2646,398,3798,7,0,0,NORMAL,True,30
2647,473,1128,9,0,1,NORMAL,False,10
2648,348,6141,14,0,0,NORMAL,True,50
2649,115,29,5,1,1,NORMAL,False,30
2650,166,3585,16,0,1,NORMAL,True,40
2651,408,3569,16,1,1,NORMAL,True,60
2652,151,109,1,0,0,NORMAL,False,0
2653,477,9508,22,0,1,RISCO_MEDIO,True,80
2654,413,2785,9,1,0,NORMAL,False,20
2655,297,7186,5,1,1,RISCO_ALTO,True,80
2656,163,3206,13,1,0,NORMAL,True,50
2657,317,6922,18,1,0,RISCO_ALTO,True,70
2658,112,3505,8,0,1,NORMAL,True,40
2659,429,4147,4,0,1,NORMAL,True,40
2660,453,9786,18,0,1,NORMAL,True,60
2661,131,5185,8,0,1,NORMAL,True,60
2662,173,5987,1,0,1,NORMAL,True,60
2663,127,135,13,1,1,NORMAL,False,30
2664,408,75,15,0,0,NORMAL,False,0
2665,263,4177,8,0,1,NORMAL,True,40
2666,418,588,4,1,1,NORMAL,False,30
2667,437,5185,8,1,0,RISCO_ALTO,True,70
2668,378,8682,3,0,1,NORMAL,True,60
2669,232,9787,15,0,1,NORMAL,True,60
2670,311,1367,4,0,0,NORMAL,False,0
2671,205,8317,12,1,1,RISCO_ALTO,True,80
2672,347,9356,17,0,1,NORMAL,True,60
2673,123,2092,3,1,1,NORMAL,False,30
2674,310,6757,15,0,0,NORMAL,True,50
2675,225,4719,1,0,1,NORMAL,True,40
2676,369,3899,19,0,0,NORMAL,True,30
2677,400,4281,14,1,1,NORMAL,True,60
2678,212,5328,22,0,1,RISCO_MEDIO,True,80
2679,490,9767,6,1,0,RISCO_ALTO,True,70
2680,470,3247,10,1,1,NORMAL,True,60
2681,383,1035,16,0,0,NORMAL,False,0
2682,445,8854,17,0,0,NORMAL,True,50
2683,265,371,12,0,0,NORMAL,False,0
2684,221,2598,12,0,1,NORMAL,False,10
2685,340,5200,2,1,0,RISCO_ALTO,True,70
2686,243,2827,14,1,1,NORMAL,False,30
2687,380,7308,11,0,1,NORMAL,True,60
2688,467,6647,5,1,0,RISCO_ALTO,True,70
2689,252,8637,19,1,1,RISCO_ALTO,True,80
2690,378,6063,19,0,1,NORMAL,True,60
2691,114,7242,1,0,1,NORMAL,True,60
2692,349,719,6,1,0,NORMAL,False,20
2693,183,9903,13,1,1,RISCO_ALTO,True,80
2694,249,2788,9,1,0,NORMAL,False,20
2695,492,4567,9,0,1,NORMAL,True,40
2696,439,8059,9,1,1,RISCO_ALTO,True,80
2697,340,4205,22,0,1,RISCO_MEDIO,True,60
2698,389,2672,15,1,0,NORMAL,False,20
2699,323,6710,11,0,1,NORMAL,True,60
2700,269,4343,2,0,0,NORMAL,True,30
2701,379,5112,23,0,0,RISCO_MEDIO,True,70
2702,256,4139,3,1,1,NORMAL,True,60
2703,495,8894,0,0,1,NORMAL,True,60
2704,303,985,15,0,0,NORMAL,False,0
2705,483,3451,14,1,0,NORMAL,True,50
2706,349,7380,12,1,1,RISCO_ALTO,True,80
2707,217,5188,9,1,0,RISCO_ALTO,True,70
2708,348,2386,7,1,0,NORMAL,False,20
2709,167,8187,11,1,1,RISCO_ALTO,True,80
2710,262,5533,3,1,0,RISCO_ALTO,True,70
2711,354,6182,6,0,0,NORMAL,True,50
2712,390,7941,22,0,0,RISCO_MEDIO,True,70
2713,385,2867,4,1,1,NORMAL,False,30
2714,341,4675,10,1,1,NORMAL,True,60
2715,119,5852,10,1,0,RISCO_ALTO,True,70
2716,470,8437,3,1,1,RISCO_ALTO,True,80
2717,175,3932,11,1,1,NORMAL,True,60
2718,401,5563,19,0,1,NORMAL,True,60
2719,483,1526,22,1,0,NORMAL,False,40
2720,224,1145,23,1,1,NORMAL,False,50
2721,253,6862,20,0,1,NORMAL,True,60
2722,446,6781,16,0,0,NORMAL,True,50
2723,242,9444,1,0,1,NORMAL,True,60
2724,459,4067,13,1,1,NORMAL,True,60
2725,482,668,23,0,1,NORMAL,False,30
2726,289,3198,16,1,0,NORMAL,True,50
2727,383,3009,20,0,0,NORMAL,True,30
2728,442,2546,5,1,0,NORMAL,False,20
2729,494,4183,9,0,1,NORMAL,True,40
2730,187,6839,18,0,1,NORMAL,True,60
2731,298,137,22,1,0,NORMAL,False,40
2732,474,5912,3,0,0,NORMAL,True,50
2733,405,8553,4,0,0,NORMAL,True,50
2734,271,407,17,1,1,NORMAL,False,30
2735,238,1467,18,1,1,NORMAL,False,30
2736,359,1098,0,1,1,NORMAL,False,30
2737,364,6701,4,1,1,RISCO_ALTO,True,80
2738,401,7029,22,1,1,RISCO_ALTO,True,100
2739,160,1933,2,1,1,NORMAL,False,30
2740,461,7260,21,1,0,RISCO_ALTO,True,70
2741,470,2420,9,0,1,NORMAL,False,10
2742,113,8656,15,1,0,RISCO_ALTO,True,70
2743,228,5496,9,1,0,RISCO_ALTO,True,70
2744,122,4339,18,0,0,NORMAL,True,30
2745,343,5568,17,1,0,RISCO_ALTO,True,70
2746,339,380,7,0,1,NORMAL,False,10
2747,336,4615,18,1,0,NORMAL,True,50
2748,245,2353,20,1,0,NORMAL,False,20
2749,158,4978,6,1,0,NORMAL,True,50
2750,480,4093,21,0,0,NORMAL,True,30
2751,294,4791,2,1,0,NORMAL,True,50
2752,255,3807,21,1,1,NORMAL,True,60
2753,485,3563,4,0,1,NORMAL,True,40
2754,349,2003,7,0,0,NORMAL,False,0
2755,192,751,15,1,1,NORMAL,False,30
2756,344,9142,7,1,0,RISCO_ALTO,True,70
2757,125,8938,1,1,0,RISCO_ALTO,True,70
2758,401,2167,3,0,1,NORMAL,False,10
2759,123,9258,11,1,0,RISCO_ALTO,True,70
2760,458,6772,23,0,1,RISCO_MEDIO,True,80
2761,271,8903,0,0,1,NORMAL,True,60
2762,145,3988,1,0,1,NORMAL,True,40
2763,296,3608,1,1,0,NORMAL,True,50
2764,308,3104,0,1,0,NORMAL,True,50
2765,419,4968,6,1,1,NORMAL,True,60
2766,393,2215,22,0,0,NORMAL,False,20
2767,478,1486,8,0,0,NORMAL,False,0
2768,329,545,17,1,0,NORMAL,False,20
2769,421,3659,11,0,1,NORMAL,True,40
2770,112,8843,18,0,0,NORMAL,True,50
2771,355,3492,6,1,1,NORMAL,True,60
2772,338,9704,17,1,1,RISCO_ALTO,True,80
2773,296,5266,17,1,0,RISCO_ALTO,True,70
2774,212,503,14,0,1,NORMAL,False,10
2775,137,7191,10,0,0,NORMAL,True,50
2776,283,2602,20,1,0,NORMAL,False,20
2777,128,1729,7,1,1,NORMAL,False,30
2778,213,2297,21,1,0,NORMAL,False,20
2779,300,4890,6,1,1,NORMAL,True,60
2780,301,6534,22,1,0,RISCO_ALTO,True,90
2781,113,9815,0,0,1,NORMAL,True,60
2782,309,5605,19,0,0,NORMAL,True,50
2783,272,5231,19,0,0,NORMAL,True,50
2784,286,1049,5,0,1,NORMAL,False,10
2785,154,4817,7,1,1,NORMAL,True,60
2786,304,5444,0,0,0,NORMAL,True,50
2787,288,5176,20,1,1,RISCO_ALTO,True,80
2788,266,9889,6,1,0,RISCO_ALTO,True,70
2789,218,9743,6,0,1,NORMAL,True,60
2790,105,9054,0,1,1,RISCO_ALTO,True,80
2791,361,676,12,1,1,NORMAL,False,30
2792,480,6408,11,1,0,RISCO_ALTO,True,70
2793,144,3032,18,1,0,NORMAL,True,50
2794,176,4432,3,0,0,NORMAL,True,30
2795,460,5142,15,0,1,NORMAL,True,60
2796,131,9831,12,1,0,RISCO_ALTO,True,70
2797,443,3806,21,0,1,NORMAL,True,40
2798,208,8178,18,0,1,NORMAL,True,60
2799,418,4343,5,0,1,NORMAL,True,40
2800,498,8082,14,1,0,RISCO_ALTO,True,70
2801,154,7188,4,0,1,NORMAL,True,60
2802,195,5707,1,0,0,NORMAL,True,50
2803,444,6057,0,1,0,RISCO_ALTO,True,70
2804,364,8743,20,1,1,RISCO_ALTO,True,80
2805,198,4918,6,1,0,NORMAL,True,50
2806,378,5874,12,0,0,NORMAL,True,50
2807,465,1958,0,1,0,NORMAL,False,20
2808,136,4889,13,0,0,NORMAL,True,30
2809,236,5202,6,1,1,RISCO_ALTO,True,80
2810,199,6187,20,1,0,RISCO_ALTO,True,70
2811,231,6481,8,1,1,RISCO_ALTO,True,80
2812,151,5685,2,1,0,RISCO_ALTO,True,70
2813,125,9188,4,0,1,NORMAL,True,60
2814,148,2809,11,1,0,NORMAL,False,20
2815,409,4397,1,0,0,NORMAL,True,30
2816,375,2828,14,0,1,NORMAL,False,10
2817,217,2998,13,1,1,NORMAL,False,30
2818,198,5656,18,0,1,NORMAL,True,60
2819,235,8290,2,1,0,RISCO_ALTO,True,70
2820,207,3219,8,0,0,NORMAL,True,30
2821,219,8549,18,0,1,NORMAL,True,60
2822,359,6275,9,1,1,RISCO_ALTO,True,80
2823,410,8853,12,1,1,RISCO_ALTO,True,80
2824,372,1108,15,0,1,NORMAL,False,10
2825,312,35,3,0,0,NORMAL,False,0
2826,156,1445,5,0,1,NORMAL,False,10
2827,256,1377,0,0,1,NORMAL,False,10
2828,484,2460,23,1,0,NORMAL,False,40
2829,480,7602,14,0,1,NORMAL,True,60
2830,135,6448,8,0,1,NORMAL,True,60
2831,499,1487,18,0,0,NORMAL,False,0
2832,257,3034,17,0,0,NORMAL,True,30
2833,367,4211,15,0,0,NORMAL,True,30
2834,353,3250,2,0,1,NORMAL,True,40
2835,400,9103,13,1,1,RISCO_ALTO,True,80
2836,412,9128,8,1,1,RISCO_ALTO,True,80
2837,343,7386,23,0,1,RISCO_MEDIO,True,80
2838,361,5830,16,1,1,RISCO_ALTO,True,80
2839,205,4771,21,0,1,NORMAL,True,40
2840,377,6975,13,0,1,NORMAL,True,60
2841,375,8441,4,1,0,RISCO_ALTO,True,70
2842,240,8504,2,0,1,NORMAL,True,60
2843,385,9658,7,0,1,NORMAL,True,60
2844,204,1246,3,0,1,NORMAL,False,10
2845,420,5009,6,1,1,RISCO_ALTO,True,80
2846,193,3516,12,0,0,NORMAL,True,30
2847,355,7139,18,0,0,NORMAL,True,50
2848,269,1096,13,0,0,NORMAL,False,0
2849,105,1074,21,0,1,NORMAL,False,10
2850,386,7801,15,0,1,NORMAL,True,60
2851,461,2295,8,0,0,NORMAL,False,0
2852,456,7348,7,0,0,NORMAL,True,50
2853,315,4321,4,0,1,NORMAL,True,40
2854,452,8687,5,1,0,RISCO_ALTO,True,70
2855,314,4861,21,1,0,NORMAL,True,50
2856,457,1825,10,0,0,NORMAL,False,0
2857,449,516,16,0,1,NORMAL,False,10
2858,112,382,5,0,1,NORMAL,False,10
2859,304,8021,19,1,1,RISCO_ALTO,True,80
2860,172,4763,13,0,0,NORMAL,True,30
2861,140,2657,7,0,0,NORMAL,False,0
2862,287,7453,23,1,0,RISCO_ALTO,True,90
2863,280,1297,14,0,0,NORMAL,False,0
2864,475,2721,6,0,1,NORMAL,False,10
2865,419,5265,17,0,1,NORMAL,True,60
2866,407,1769,6,1,0,NORMAL,False,20
2867,110,1299,0,0,0,NORMAL,False,0
2868,242,521,9,1,0,NORMAL,False,20
2869,450,1661,9,1,1,NORMAL,False,30
2870,365,6512,1,1,1,RISCO_ALTO,True,80
2871,157,5043,23,0,0,RISCO_MEDIO,True,70
2872,346,5803,2,0,0,NORMAL,True,50
2873,347,5435,17,0,1,NORMAL,True,60
2874,214,6724,5,0,0,NORMAL,True,50
2875,457,9900,17,0,1,NORMAL,True,60
2876,312,7549,6,1,0,RISCO_ALTO,True,70
2877,325,7230,19,1,0,RISCO_ALTO,True,70
2878,267,9364,9,1,1,RISCO_ALTO,True,80
2879,272,139,20,0,1,NORMAL,False,10
2880,396,8600,8,0,0,NORMAL,True,50
2881,278,9672,5,0,0,NORMAL,True,50
2882,411,8473,19,0,1,NORMAL,True,60
2883,437,4333,23,0,1,RISCO_MEDIO,True,60
2884,156,5508,2,1,0,RISCO_ALTO,True,70
2885,186,2041,23,0,0,NORMAL,False,20
2886,210,6414,19,0,0,NORMAL,True,50
2887,266,9415,3,1,0,RISCO_ALTO,True,70
2888,328,7131,4,1,1,RISCO_ALTO,True,80
2889,264,8507,13,0,0,NORMAL,True,50
2890,158,3327,11,1,0,NORMAL,True,50
2891,312,2234,1,1,0,NORMAL,False,20
2892,485,158,0,0,1,NORMAL,False,10
2893,312,5609,0,1,1,RISCO_ALTO,True,80
2894,192,2427,8,0,1,NORMAL,False,10
2895,126,2363,11,1,0,NORMAL,False,20
2896,199,1702,23,1,1,NORMAL,False,50
2897,323,9540,21,0,0,NORMAL,True,50
2898,322,6531,3,1,1,RISCO_ALTO,True,80
2899,144,3786,17,1,1,NORMAL,True,60
2900,227,9992,18,1,0,RISCO_ALTO,True,70
2901,249,7475,15,1,0,RISCO_ALTO,True,70
2902,410,7568,17,1,1,RISCO_ALTO,True,80
2903,302,9019,11,0,0,NORMAL,True,50
2904,111,1268,21,0,1,NORMAL,False,10
2905,290,3041,16,1,0,NORMAL,True,50
2906,401,5851,0,0,1,NORMAL,True,60
2907,366,1328,11,0,0,NORMAL,False,0
2908,325,9379,23,1,0,RISCO_ALTO,True,90
2909,227,3802,13,0,1,NORMAL,True,40
2910,280,8508,2,1,1,RISCO_ALTO,True,80
2911,412,4126,11,0,0,NORMAL,True,30
2912,303,2391,3,1,1,NORMAL,False,30
2913,276,2681,17,1,1,NORMAL,False,30
2914,182,9017,11,0,0,NORMAL,True,50
2915,283,3486,16,0,1,NORMAL,True,40
2916,209,7048,17,0,0,NORMAL,True,50
2917,244,8207,10,1,1,RISCO_ALTO,True,80
2918,398,4001,13,1,1,NORMAL,True,60
2919,112,495,7,0,1,NORMAL,False,10
2920,369,8267,20,0,0,NORMAL,True,50
2921,487,8327,9,1,0,RISCO_ALTO,True,70
2922,326,7888,21,0,1,NORMAL,True,60
2923,327,7886,7,0,1,NORMAL,True,60
